amount_tsh,date_recorded,funder,installer,basin,subvillage,region,lga,ward,population,public_meeting,recorded_by,scheme_management,permit,construction_year,extraction_type,payment,water_quality,quantity,source,source_class,waterpoint_type,waterpoint_type_group,days_since_recorded
1000.0,2011-03-04,Other,DWE,Rufiji,Ebuyu Mjini,Morogoro,Ulanga,Euga,350,True,GeoData Consultants Ltd,VWC,True,90s,swn 80,pay annually,soft,insufficient,shallow well,groundwater,hand pump,hand pump,1005
0.0,2013-01-23,Other,Other,Internal,Ikuluhi,Singida,Iramba,Nkinto,125,True,GeoData Consultants Ltd,Parastatal,True,00s,gravity,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,314
200.0,2011-04-19,Other,Other,Rufiji,Mnemele,Iringa,Njombe,Lupembe,45,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay monthly,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,959
200.0,2011-08-07,Hesawa,DWE,Lake Victoria,Busere,Mwanza,Ukerewe,Bukiko,800,True,GeoData Consultants Ltd,Other,True,90s,nira/tanira,pay when scheme fails,soft,insufficient,shallow well,groundwater,hand pump,hand pump,849
0.0,2011-08-01,Other,Other,Lake Victoria,Kyakafunjo,Kagera,Muleba,Kamachumu,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,enough,spring,groundwater,improved spring,improved spring,855
0.0,2011-12-07,Danida,Other,Lake Nyasa,Mpulo,Mbeya,Kyela,Bujonde,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,dry,spring,groundwater,communal standpipe,communal standpipe,727
0.0,2011-04-03,Other,Other,Rufiji,Usalama,Mbeya,Mbarali,Ubaruku,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,seasonal,river,surface,communal standpipe,communal standpipe,975
0.0,2013-02-07,Government Of Tanzania,DWE,Ruvuma / Southern Coast,Mbunga,Lindi,Kilwa,Chumo,217,True,GeoData Consultants Ltd,Other,True,80s,other,never pay,salty,enough,shallow well,groundwater,other,other,299
0.0,2011-02-22,Other,Other,Rufiji,Shungu A,Pwani,Mafia,Kirongwe,60,True,GeoData Consultants Ltd,VWC,False,Unknown,afridev,never pay,soft,enough,machine dbh,groundwater,hand pump,hand pump,1015
500.0,2013-01-15,Other,RWE,Lake Tanganyika,Kibingo,Kigoma,Kigoma Rural,Kagongo,900,True,GeoData Consultants Ltd,VWC,True,80s,gravity,pay monthly,soft,insufficient,river,surface,communal standpipe multiple,communal standpipe,322
20.0,2013-03-14,Other,Other,Pangani,Kigongoni Street,Kilimanjaro,Hai,Machame Kusini,11,True,GeoData Consultants Ltd,Water authority,True,00s,gravity,pay per bucket,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,264
0.0,2011-03-13,Government Of Tanzania,Other,Internal,Msui B,Dodoma,Bahi,Chikola,0,True,GeoData Consultants Ltd,VWC,True,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,996
0.0,2011-07-08,Kkkt,KKKT,Lake Nyasa,Mpanda Kati,Mbeya,Mbozi,Nyimbili,0,True,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,pay when scheme fails,soft,enough,shallow well,groundwater,hand pump,hand pump,879
0.0,2011-02-26,Kkkt,Commu,Lake Nyasa,Kilowoko,Iringa,Makete,Lupalilo,0,True,GeoData Consultants Ltd,VWC,False,80s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1011
0.0,2013-02-12,Other,Other,Internal,Mfumbu A,Singida,Singida Rural,Ihanja,1,True,GeoData Consultants Ltd,VWC,Unknown,90s,swn 80,never pay,soft,insufficient,rainwater harvesting,surface,hand pump,hand pump,294
0.0,2013-01-24,Government Of Tanzania,Other,Ruvuma / Southern Coast,Legeza Mwendo A,Lindi,Nachingwea,Mnero Miembeni,300,True,GeoData Consultants Ltd,VWC,False,70s,other,never pay,unknown,dry,machine dbh,groundwater,communal standpipe multiple,communal standpipe,313
300.0,2011-03-31,Other,DWE,Rufiji,Mkamba B,Morogoro,Kilombero,Kidatu,60,True,GeoData Consultants Ltd,Company,True,90s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,978
0.0,2013-01-24,Other,Other,Ruvuma / Southern Coast,Chang'Omba,Mtwara,Tandahimba,Mkundi,300,True,GeoData Consultants Ltd,Water Board,True,80s,submersible,never pay,soft,dry,machine dbh,groundwater,communal standpipe multiple,communal standpipe,313
50.0,2011-03-14,Government Of Tanzania,DWE,Pangani,Kwemkunde,Tanga,Muheza,Lusanga,130,True,GeoData Consultants Ltd,VWC,False,00s,nira/tanira,pay per bucket,soft,enough,shallow well,groundwater,hand pump,hand pump,995
5000.0,2011-03-24,Other,DWE,Rufiji,Mkeha,Iringa,Njombe,Imalinyi,79,True,GeoData Consultants Ltd,WUA,True,70s,gravity,pay annually,soft,enough,river,surface,communal standpipe multiple,communal standpipe,985
200.0,2011-02-18,Other,Other,Wami / Ruvu,Kati,Pwani,Kisarawe,Maneromango,350,True,GeoData Consultants Ltd,Private operator,False,90s,india mark iii,pay per bucket,salty abandoned,insufficient,machine dbh,groundwater,hand pump,hand pump,1019
0.0,2011-03-07,Other,DWE,Rufiji,Wangamaganga,Iringa,Njombe,Yakobi,25,True,GeoData Consultants Ltd,VWC,False,00s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,1002
0.0,2011-04-11,Other,Other,Rufiji,Lyambongo,Mbeya,Mbarali,Chimala,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,seasonal,river,surface,communal standpipe,communal standpipe,967
0.0,2013-12-02,Other,DWE,Ruvuma / Southern Coast,Mpangula,Ruvuma,Songea Rural,Matimira,630,True,GeoData Consultants Ltd,VWC,True,80s,gravity,never pay,soft,dry,river,surface,communal standpipe,communal standpipe,1
0.0,2012-10-22,Other,Other,Lake Tanganyika,Mlimani,Tabora,Uyui,Ilolangulu,0,True,GeoData Consultants Ltd,VWC,True,Unknown,mono,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,407
0.0,2011-07-21,Other,Other,Lake Nyasa,Kabale,Mbeya,Rungwe,Katumba,0,Unknown,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,866
0.0,2012-12-13,Other,Other,Lake Tanganyika,Tumbi,Tabora,Tabora Urban,Misha,0,False,GeoData Consultants Ltd,VWC,True,Unknown,india mark ii,never pay,salty,enough,machine dbh,groundwater,hand pump,hand pump,355
0.0,2011-07-15,Other,DWE,Lake Tanganyika,Nyakunu,Kagera,Biharamulo,Kalenge,0,True,GeoData Consultants Ltd,VWC,True,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,872
0.0,2013-01-16,Other,Other,Internal,Ikombo,Singida,Manyoni,Majiri,250,True,GeoData Consultants Ltd,VWC,False,70s,mono,never pay,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,321
500.0,2011-03-26,Other,DWE,Rufiji,Namhanga,Morogoro,Ulanga,Iragua,590,True,GeoData Consultants Ltd,Other,False,90s,swn 80,pay monthly,soft,enough,shallow well,groundwater,hand pump,hand pump,983
10.0,2013-05-03,Other,Other,Pangani,Kamwa,Kilimanjaro,Hai,Masama Magharibi,30,True,GeoData Consultants Ltd,Water Board,True,90s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,214
0.0,2012-10-26,Other,Other,Lake Victoria,Nyamiselis,Mwanza,Magu,Nkungulu,0,Unknown,GeoData Consultants Ltd,WUG,False,Unknown,other,unknown,soft,enough,shallow well,groundwater,other,other,403
100.0,2011-02-25,Kkkt,Commu,Lake Nyasa,Uswimwa,Iringa,Makete,Lupalilo,0,True,GeoData Consultants Ltd,VWC,False,00s,gravity,pay monthly,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1012
500.0,2013-02-14,Other,Other,Pangani,Kwamshitu,Kilimanjaro,Same,Bwambo,123,True,GeoData Consultants Ltd,VWC,True,10s,gravity,pay when scheme fails,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,292
1000.0,2011-02-19,Other,Other,Rufiji,M,Iringa,Mufindi,Kibengu,0,True,GeoData Consultants Ltd,VWC,True,Unknown,ksb,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1018
0.0,2013-01-30,Other,DWE,Lake Victoria,Mwabasambo,Shinyanga,Bariadi,Nkoma,500,False,GeoData Consultants Ltd,WUG,False,90s,other,never pay,soft,insufficient,shallow well,groundwater,other,other,307
0.0,2011-04-10,Kkkt,KKKT,Lake Rukwa,Njia Panda Ya Shimoni,Mbeya,Mbozi,Ruanda,0,True,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,unknown,soft,insufficient,shallow well,groundwater,hand pump,hand pump,968
0.0,2012-10-03,Other,Other,Internal,Izengwa,Shinyanga,Kahama,Isagehe,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe multiple,communal standpipe,426
0.0,2011-07-16,Danida,Other,Lake Nyasa,Iropa,Mbeya,Kyela,Katumbasongwe,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,dry,spring,groundwater,communal standpipe,communal standpipe,871
0.0,2013-01-30,Other,Other,Lake Victoria,Mwagabate,Shinyanga,Bariadi,Sakwe,0,Unknown,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,307
1200.0,2013-06-03,Danida,DWE,Ruvuma / Southern Coast,Majengo A,Ruvuma,Songea Rural,Ndogosi,150,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay annually,soft,enough,river,surface,communal standpipe multiple,communal standpipe,183
0.0,2013-01-28,Other,Other,Internal,Sararat,Manyara,Mbulu,Gehandu,214,True,GeoData Consultants Ltd,VWC,True,10s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,309
100.0,2011-08-05,Hesawa,DWE,Lake Victoria,Kenonzo,Mwanza,Ukerewe,Nkilizya,800,True,GeoData Consultants Ltd,Other,True,90s,nira/tanira,pay monthly,soft,unknown,shallow well,groundwater,hand pump,hand pump,851
0.0,2011-03-01,Kkkt,Commu,Lake Nyasa,Ihanga Mj,Iringa,Makete,Ukwama,0,True,GeoData Consultants Ltd,VWC,False,90s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,1008
50.0,2011-03-24,Other,Other,Pangani,Songambele,Tanga,Handeni,Mgambo,70,True,GeoData Consultants Ltd,VWC,True,00s,submersible,pay per bucket,soft,insufficient,river,surface,communal standpipe,communal standpipe,985
200.0,2011-03-24,Danida,Other,Wami / Ruvu,Mbegani,Pwani,Bagamoyo,Zinga/Ikerege,70,True,GeoData Consultants Ltd,Company,True,90s,ksb,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,985
0.0,2011-04-04,Other,DWE,Internal,Bukulu A,Dodoma,Kondoa,Soera,0,True,GeoData Consultants Ltd,VWC,False,Unknown,mono,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,974
250.0,2013-02-13,World Bank,Other,Lake Tanganyika,Rulemba,Kigoma,Kasulu,Munyegera,350,True,GeoData Consultants Ltd,Water authority,True,80s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,293
0.0,2011-07-21,Hesawa,DWE,Lake Victoria,Shuleni,Mwanza,Ukerewe,Ngoma,300,True,GeoData Consultants Ltd,Other,True,00s,nira/tanira,never pay,salty,insufficient,shallow well,groundwater,hand pump,hand pump,866
0.0,2013-02-07,Other,Other,Lake Victoria,Sansiro A,Shinyanga,Kahama,Kahama Urban,0,True,GeoData Consultants Ltd,WUA,True,Unknown,ksb,pay per bucket,soft,enough,lake,surface,other,other,299
25.0,2011-02-26,Other,Other,Rufiji,Mpalange,Pwani,Rufiji,Ikwiriri,1,False,GeoData Consultants Ltd,Private operator,False,00s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,1011
0.0,2012-10-31,World Vision,Other,Lake Tanganyika,Kagera,Shinyanga,Bukombe,Ikunguigazi,0,Unknown,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,398
0.0,2012-10-29,World Vision,Other,Lake Tanganyika,Bugalagala B,Shinyanga,Bukombe,Ilolangulu,0,True,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,unknown,soft,insufficient,shallow well,groundwater,hand pump,hand pump,400
0.0,2011-03-17,Other,DWE,Lake Nyasa,Lubindi,Iringa,Ludewa,Madilu,52,True,GeoData Consultants Ltd,VWC,False,00s,gravity,pay when scheme fails,soft,enough,spring,groundwater,communal standpipe,communal standpipe,992
1000.0,2011-03-23,Other,Other,Wami / Ruvu,Bigwa Barabarani,Morogoro,Morogoro Urban,Bigwa,155,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe,communal standpipe,986
0.0,2011-08-05,Government Of Tanzania,Government,Lake Victoria,Sayaka Kati,Mwanza,Magu,Lubugo,0,True,GeoData Consultants Ltd,VWC,True,Unknown,mono,never pay,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,851
0.0,2013-01-03,Government Of Tanzania,DWE,Pangani,Kitahiye,Kilimanjaro,Moshi Rural,Old Moshi Mashariki,1,False,GeoData Consultants Ltd,VWC,True,70s,gravity,unknown,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,334
0.0,2012-10-19,Other,DWE,Lake Tanganyika,Lyamchele,Shinyanga,Bukombe,Masumbwe,0,Unknown,GeoData Consultants Ltd,WUG,True,Unknown,nira/tanira,unknown,soft,enough,shallow well,groundwater,hand pump,hand pump,410
0.0,2013-02-14,Other,DWE,Lake Tanganyika,Migombani,Kigoma,Kibondo,Murungu,350,True,GeoData Consultants Ltd,VWC,False,90s,gravity,unknown,soft,enough,spring,groundwater,communal standpipe multiple,communal standpipe,292
0.0,2013-02-03,Other,DWE,Lake Victoria,Ipondejo,Shinyanga,Maswa,Isanga,0,True,GeoData Consultants Ltd,WUG,False,Unknown,other,other,soft,enough,shallow well,groundwater,other,other,303
500.0,2013-02-25,Other,Other,Ruvuma / Southern Coast,Matepwende,Ruvuma,Namtumbo,Lusewa,360,True,GeoData Consultants Ltd,WUG,False,00s,swn 80,pay monthly,soft,insufficient,shallow well,groundwater,hand pump,hand pump,281
0.0,2011-07-23,Other,Other,Lake Victoria,Katendele,Kagera,Muleba,Biirabo,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,enough,spring,groundwater,improved spring,improved spring,864
0.0,2011-04-06,Other,Other,Rufiji,Shuleni,Mbeya,Mbarali,Rujewa,0,False,GeoData Consultants Ltd,Water Board,True,Unknown,gravity,never pay,soft,seasonal,river,surface,communal standpipe,communal standpipe,972
0.0,2013-03-19,Other,Other,Pangani,Kwaranga Msara,Kilimanjaro,Same,Vunta,200,True,GeoData Consultants Ltd,Water authority,True,90s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,259
0.0,2013-02-24,Government Of Tanzania,DWE,Pangani,Lyangoloko,Kilimanjaro,Moshi Rural,Kimochi,60,False,GeoData Consultants Ltd,VWC,True,70s,gravity,unknown,soft,enough,spring,groundwater,communal standpipe,communal standpipe,282
10.0,2013-03-22,Other,Other,Internal,Qaru,Arusha,Karatu,Endabash,609,True,GeoData Consultants Ltd,VWC,True,90s,gravity,pay per bucket,soft,seasonal,river,surface,communal standpipe,communal standpipe,256
0.0,2011-07-12,Other,Other,Lake Victoria,Kishuro,Kagera,Muleba,Ngenge,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,875
100.0,2013-03-17,Other,0,Wami / Ruvu,Mtaa Wa Mgeule,Dar es Salaam,Ilala,Chanika,80,Unknown,GeoData Consultants Ltd,Private operator,False,10s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe,communal standpipe,261
0.0,2011-04-02,Other,Other,Wami / Ruvu,Kimashale,Morogoro,Kilosa,Chakwale,250,True,GeoData Consultants Ltd,VWC,True,00s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,976
0.0,2011-02-18,Other,Other,Wami / Ruvu,Mkuranga A,Pwani,Mkuranga,Mkuranga,4280,True,GeoData Consultants Ltd,Private operator,False,00s,india mark iii,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,1019
0.0,2013-02-21,Other,Other,Lake Victoria,Ikindilo,Shinyanga,Bariadi,Chinamili,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,salty abandoned,enough,shallow well,groundwater,hand pump,hand pump,285
0.0,2011-07-29,Other,Other,Lake Victoria,Busekwa,Mwanza,Magu,Bujashi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,enough,rainwater harvesting,surface,other,other,858
500.0,2011-03-04,Other,DWE,Rufiji,Kihowa,Iringa,Njombe,Luduga,45,True,GeoData Consultants Ltd,WUA,True,70s,gravity,pay monthly,soft,dry,river,surface,communal standpipe,communal standpipe,1005
0.0,2012-10-08,Other,DWE,Internal,Mwagala B,Shinyanga,Shinyanga Urban,Ibadakuli,0,Unknown,GeoData Consultants Ltd,WUG,True,Unknown,submersible,unknown,salty,enough,hand dtw,groundwater,improved spring,improved spring,421
0.0,2011-07-28,Government Of Tanzania,DWE,Lake Victoria,Kigoma Road,Mwanza,Geita,Kasamwa,0,True,GeoData Consultants Ltd,VWC,True,Unknown,submersible,never pay,soft,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,859
0.0,2013-02-15,Other,DWE,Lake Victoria,Samuda A,Shinyanga,Bariadi,Somanda,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,291
500.0,2011-03-28,Other,DWE,Rufiji,Mnuyuni,Iringa,Njombe,Wanging'ombe,312,True,GeoData Consultants Ltd,WUA,True,70s,gravity,pay monthly,soft,enough,river,surface,communal standpipe multiple,communal standpipe,981
0.0,2012-10-21,Other,Other,Lake Tanganyika,10C,Tabora,Urambo,Kanindo,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,milky,enough,shallow well,groundwater,other,other,408
0.0,2012-11-11,Other,Other,Internal,Busongo,Shinyanga,Maswa,Lalago,0,True,GeoData Consultants Ltd,WUG,False,Unknown,gravity,other,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,387
0.0,2013-01-21,Other,DWE,Lake Victoria,Mwakinda,Shinyanga,Bariadi,Kinang'weli,0,Unknown,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,unknown,unknown,dry,shallow well,groundwater,hand pump,hand pump,316
0.0,2011-07-16,Other,Other,Lake Victoria,Nyamiaga Sokoni,Kagera,Ngara,Kibimba,0,False,GeoData Consultants Ltd,Water authority,False,Unknown,other - rope pump,pay per bucket,soft,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,871
0.0,2013-01-18,Government Of Tanzania,DWE,Ruvuma / Southern Coast,Namaholo,Lindi,Liwale,Mirui,250,Unknown,GeoData Consultants Ltd,VWC,True,00s,other,unknown,soft,dry,shallow well,groundwater,other,other,319
600.0,2013-01-27,Other,DWE,Lake Tanganyika,Kihinga,Kigoma,Kigoma Rural,Mngonya,230,True,GeoData Consultants Ltd,WUG,True,00s,gravity,pay monthly,soft,enough,river,surface,communal standpipe multiple,communal standpipe,310
0.0,2011-07-08,Other,Other,Lake Nyasa,Katumba,Mbeya,Rungwe,Mpuguso,0,True,GeoData Consultants Ltd,VWC,Unknown,Unknown,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,879
4000.0,2011-03-17,Other,Other,Lake Nyasa,Madilu,Iringa,Njombe,Igosi,35,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,992
0.0,2013-03-21,Other,Other,Pangani,Ngujini,Kilimanjaro,Same,Kirangare,230,True,GeoData Consultants Ltd,Water authority,False,00s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,257
0.0,2011-03-05,Other,DWE,Pangani,Kibinda,Tanga,Pangani,Ubangaa,100,True,GeoData Consultants Ltd,VWC,False,70s,submersible,never pay,salty,insufficient,river,surface,communal standpipe,communal standpipe,1004
0.0,2011-03-30,Other,Other,Lake Nyasa,Buranga,Mbeya,Ileje,Chitete,0,True,GeoData Consultants Ltd,VWC,False,Unknown,nira/tanira,unknown,salty,insufficient,shallow well,groundwater,hand pump,hand pump,979
50.0,2013-01-14,World Bank,Other,Internal,Miembeni,Singida,Iramba,Kiomboi,210,True,GeoData Consultants Ltd,WUG,True,00s,submersible,pay per bucket,soft,enough,machine dbh,groundwater,communal standpipe multiple,communal standpipe,323
20.0,2011-03-20,Other,Other,Wami / Ruvu,Magomeni B,Pwani,Bagamoyo,Magomeni,200,True,GeoData Consultants Ltd,WUG,False,00s,nira/tanira,pay per bucket,soft,enough,shallow well,groundwater,hand pump,hand pump,989
0.0,2011-07-18,Danida,Other,Lake Nyasa,K,Mbeya,Kyela,Busole,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,dry,spring,groundwater,communal standpipe,communal standpipe,869
0.0,2012-11-19,Other,Other,Internal,Mwaduya,Shinyanga,Meatu,Mwandoya,0,True,GeoData Consultants Ltd,Parastatal,True,Unknown,gravity,never pay,soft,seasonal,rainwater harvesting,surface,communal standpipe,communal standpipe,379
0.0,2013-01-27,Other,DWE,Lake Tanganyika,Simbo B,Kigoma,Kigoma Rural,Simbo,300,True,GeoData Consultants Ltd,WUG,True,90s,other,pay monthly,soft,enough,machine dbh,groundwater,other,other,310
0.0,2011-08-07,Other,Other,Lake Victoria,Shihumbi,Mwanza,Missungwi,Mbarika,0,True,GeoData Consultants Ltd,VWC,True,Unknown,afridev,pay when scheme fails,soft,enough,machine dbh,groundwater,hand pump,hand pump,849
0.0,2011-07-28,Hesawa,Other,Lake Victoria,Kadasi,Mwanza,Magu,Bujashi,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,never pay,soft,enough,shallow well,groundwater,other,other,859
0.0,2013-02-15,Other,Other,Lake Victoria,Kitarahota B,Mara,Serengeti,Busawe,60,Unknown,GeoData Consultants Ltd,Other,Unknown,10s,other - rope pump,never pay,salty,enough,shallow well,groundwater,hand pump,hand pump,291
0.0,2011-03-03,Other,DWE,Pangani,Mlimani,Tanga,Mkinga,Kwale,1,True,GeoData Consultants Ltd,VWC,True,70s,nira/tanira,never pay,salty,dry,shallow well,groundwater,hand pump,hand pump,1006
0.0,2012-10-17,Other,Other,Lake Victoria,Dago,Mara,Rorya,Mirare,1000,True,GeoData Consultants Ltd,Other,False,70s,submersible,never pay,soft,insufficient,river,surface,communal standpipe multiple,communal standpipe,412
0.0,2011-03-18,Other,Other,Rufiji,Ikulu,Dodoma,Mpwapwa,Luhundwa,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,pay annually,soft,enough,spring,groundwater,communal standpipe,communal standpipe,991
0.0,2013-03-17,Government Of Tanzania,DWE,Pangani,Muungano,Arusha,Arusha Rural,Mlangarini,200,True,GeoData Consultants Ltd,VWC,True,90s,gravity,never pay,soft,insufficient,spring,groundwater,communal standpipe,communal standpipe,261
0.0,2013-02-14,Other,DWE,Lake Victoria,Mwankols,Shinyanga,Bariadi,Lagangabilili,500,False,GeoData Consultants Ltd,WUG,False,90s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,292
0.0,2013-03-06,Government Of Tanzania,Government,Lake Victoria,Senta,Mara,Serengeti,Natta,300,Unknown,GeoData Consultants Ltd,WUG,True,70s,mono,never pay,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,communal standpipe,272
0.0,2011-07-18,Other,DWE,Lake Rukwa,Isale,Rukwa,Nkasi,Isale,1,False,GeoData Consultants Ltd,VWC,False,80s,other - swn 81,never pay,unknown,enough,machine dbh,groundwater,hand pump,hand pump,869
0.0,2011-04-02,Government Of Tanzania,Government,Lake Rukwa,Iralwa,Mbeya,Chunya,Mbangala,0,True,GeoData Consultants Ltd,VWC,True,Unknown,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,976
0.0,2012-10-24,Other,Other,Lake Victoria,Tomasi,Shinyanga,Bariadi,Mhunze,600,False,GeoData Consultants Ltd,WUG,False,00s,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,405
0.0,2012-10-28,Other,Other,Lake Tanganyika,Madukani,Tabora,Sikonge,Sikonge,0,True,GeoData Consultants Ltd,VWC,True,Unknown,india mark ii,never pay,soft,dry,shallow well,groundwater,hand pump,hand pump,401
0.0,2011-07-21,Other,DWE,Lake Victoria,Kirehe,Kagera,Karagwe,Rwabere,0,True,GeoData Consultants Ltd,Other,True,Unknown,other,never pay,soft,enough,shallow well,groundwater,other,other,866
50.0,2011-03-19,Other,DWE,Wami / Ruvu,Shule,Pwani,Kibaha,Visiga,1,True,GeoData Consultants Ltd,Water authority,True,00s,mono,pay per bucket,soft,enough,river,surface,communal standpipe,communal standpipe,990
0.0,2013-04-03,Other,Other,Pangani,Nkwasabaya,Arusha,Meru,Kikatiti,160,True,GeoData Consultants Ltd,VWC,True,00s,gravity,unknown,soft,insufficient,river,surface,communal standpipe,communal standpipe,244
0.0,2013-03-16,Other,DWE,Internal,Inginye,Arusha,Longido,Ketumbeine,6000,True,GeoData Consultants Ltd,VWC,True,70s,gravity,pay when scheme fails,soft,insufficient,river,surface,communal standpipe,communal standpipe,262
10.0,2013-03-20,Other,Other,Internal,Siayi Juu,Arusha,Karatu,Mbulumbulu,30,True,GeoData Consultants Ltd,VWC,True,00s,gravity,pay per bucket,unknown,seasonal,river,surface,communal standpipe,communal standpipe,258
0.0,2012-10-18,World Vision,Other,Lake Tanganyika,Shenda Centre,Shinyanga,Bukombe,Masumbwe,0,True,GeoData Consultants Ltd,VWC,True,Unknown,other,unknown,milky,dry,shallow well,groundwater,other,other,411
0.0,2011-03-16,Other,Other,Pangani,Malimilwa,Tanga,Lushoto,Malindi,1,True,GeoData Consultants Ltd,VWC,True,80s,gravity,never pay,soft,enough,spring,groundwater,communal standpipe,communal standpipe,993
0.0,2011-07-31,Other,Other,Lake Victoria,Shishani,Shinyanga,Meatu,Lingeka,0,True,GeoData Consultants Ltd,WUG,False,Unknown,nira/tanira,never pay,soft,enough,shallow well,groundwater,hand pump,hand pump,856
500.0,2013-01-03,Other,Other,Pangani,K/Center,Arusha,Meru,Maji ya Chai,90,True,GeoData Consultants Ltd,VWC,False,00s,gravity,pay when scheme fails,soft,seasonal,river,surface,communal standpipe,communal standpipe,334
0.0,2012-10-30,Other,Other,Lake Victoria,Makundusi,Mara,Serengeti,Natta,290,False,GeoData Consultants Ltd,Company,Unknown,00s,submersible,never pay,salty,insufficient,machine dbh,groundwater,communal standpipe,communal standpipe,399
5.0,2013-03-13,Other,Other,Pangani,Semendu,Kilimanjaro,Hai,Masama Rundugai,75,True,GeoData Consultants Ltd,Water Board,True,90s,gravity,pay per bucket,soft,enough,spring,groundwater,communal standpipe,communal standpipe,265
50.0,2012-10-24,Other,Other,Lake Victoria,Kitanga,Mara,Musoma Rural,Butiama,250,True,GeoData Consultants Ltd,VWC,True,00s,afridev,pay per bucket,soft,enough,hand dtw,groundwater,hand pump,hand pump,405
